Date,DateTime,idx,Day,Hour,Weekday,Week,Month,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,ewma
2004-08-02,2004-08-02 23:00:00,3485,2,23,1,32,8,1297.0,1233.0,1203.0,2129.0,1248.0,2.2,17.8,163.0,173.0,38.0,62.8,2.0669999999999997,2029.2023157691308
2004-08-03,2004-08-03 23:00:00,3509,3,23,2,32,8,1362.0,1333.0,1186.0,2256.0,1533.0,0.1,21.3,282.0,185.0,38.0,52.3,1.9105,2155.535302808736
2004-08-04,2004-08-04 23:00:00,3533,4,23,3,32,8,1381.0,1454.0,987.0,2404.0,1607.0,,26.0,104.0,89.0,39.3,58.6,1.8891,2273.586169184892
2004-08-05,2004-08-05 23:00:00,3557,5,23,4,32,8,1261.0,1150.0,1054.0,2015.0,1388.0,,15.1,127.0,115.0,38.3,81.8,2.0202,1937.2296676185035
2004-08-06,2004-08-06 23:00:00,3581,6,23,5,32,8,1307.0,1270.0,930.0,2191.0,1451.0,3.0,19.1,245.0,120.0,35.6,75.9,2.019,2092.211079169162
2004-08-07,2004-08-07 23:00:00,3605,7,23,6,32,8,1075.0,1012.0,1068.0,1838.0,1113.0,2.0,10.9,115.0,96.0,38.5,67.1,1.8897,1781.3412403015423
2004-08-08,2004-08-08 23:00:00,3629,8,23,7,32,8,1124.0,992.0,1129.0,1791.0,1013.0,1.9,10.4,88.0,98.0,35.1,68.0,2.1806,1750.5621149202707
2004-08-09,2004-08-09 23:00:00,3653,9,23,1,33,8,1185.0,1152.0,1065.0,2005.0,1336.0,2.5,15.1,143.0,96.0,34.4,68.0,1.9804,1966.74837104972
2004-08-10,2004-08-10 23:00:00,3677,10,23,2,33,8,1268.0,1259.0,955.0,2114.0,1433.0,2.9,18.7,188.0,126.0,40.5,67.4,2.0821,2044.506744948372
2004-08-11,2004-08-11 23:00:00,3701,11,23,3,33,8,1179.0,1019.0,961.0,1904.0,1178.0,1.8,11.1,105.0,69.0,38.8,63.7,2.117,1868.3269765180842
2004-08-12,2004-08-12 23:00:00,3725,12,23,4,33,8,1205.0,1118.0,1027.0,2019.0,1189.0,2.2,14.1,122.0,86.0,38.1,64.6,2.1719,1955.7461210626584
2004-08-13,2004-08-13 23:00:00,3749,13,23,5,33,8,1086.0,981.0,1264.0,1818.0,1007.0,1.6,10.1,101.0,109.0,36.3,67.1,2.1395,1790.4002496998585
2004-08-14,2004-08-14 23:00:00,3773,14,23,6,33,8,1005.0,868.0,1232.0,1639.0,890.0,1.4,7.3,84.0,85.0,38.9,57.2,1.7898,1614.4648691113366
2004-08-15,2004-08-15 23:00:00,3797,15,23,7,33,8,982.0,906.0,1281.0,1562.0,1002.0,1.6,8.2,79.0,91.0,38.3,62.2,1.7077,1527.7176996453366
2004-08-16,2004-08-16 23:00:00,3821,16,23,1,34,8,1028.0,1048.0,1238.0,1624.0,1135.0,2.1,12.0,171.0,110.0,39.7,47.0,1.3722,1607.0497426995826
2004-08-17,2004-08-17 23:00:00,3845,17,23,2,34,8,1155.0,1181.0,1069.0,1850.0,1302.0,2.5,16.0,190.0,137.0,38.8,53.9,1.4666,1785.5022258385488
2004-08-18,2004-08-18 23:00:00,3869,18,23,3,34,8,1077.0,1022.0,920.0,1693.0,1138.0,1.7,11.2,94.0,78.0,36.8,52.9,1.964,1686.782953301639
2004-08-19,2004-08-19 23:00:00,3893,19,23,4,34,8,1116.0,953.0,1187.0,1759.0,927.0,1.7,9.3,72.0,68.0,39.9,54.4,2.0375,1741.4128163234554
2004-08-20,2004-08-20 23:00:00,3917,20,23,5,34,8,1175.0,1080.0,1398.0,1931.0,1102.0,,12.9,,,36.8,59.0,2.0767,1857.4453559526198
2004-08-21,2004-08-21 23:00:00,3941,21,23,6,34,8,965.0,936.0,1171.0,1563.0,866.0,,8.9,,,32.4,47.3,1.6121,1590.4585935231946
2004-08-22,2004-08-22 23:00:00,3965,22,23,7,34,8,958.0,900.0,1326.0,1549.0,911.0,,8.0,,,38.3,67.4,1.4978,1521.267740660009
2004-08-23,2004-08-23 23:00:00,3989,23,23,1,35,8,1028.0,1146.0,1105.0,1766.0,1087.0,2.0,14.9,111.0,92.0,37.3,55.1,1.328,1658.7094826696555
2004-08-24,2004-08-24 23:00:00,4013,24,23,2,35,8,1093.0,1133.0,1181.0,1678.0,1208.0,2.3,14.5,216.0,129.0,38.3,50.4,1.8284,1660.0077933665507
2004-08-25,2004-08-25 23:00:00,4037,25,23,3,35,8,1314.0,1325.0,1102.0,2143.0,1390.0,3.5,21.0,204.0,107.0,36.3,56.1,1.871,2003.6201802465769
2004-08-26,2004-08-26 23:00:00,4061,26,23,4,35,8,969.0,857.0,1189.0,1485.0,821.0,2.6,7.0,143.0,99.0,24.3,47.7,1.3501,1478.4700918246522
2004-08-27,2004-08-27 23:00:00,4085,27,23,5,35,8,,,,,,2.4,,201.0,124.0,,,,1277.6809468799368
2004-08-28,2004-08-28 23:00:00,4109,28,23,6,35,8,1125.0,952.0,1145.0,1690.0,1034.0,1.8,9.3,134.0,102.0,35.9,59.3,1.6765,1665.448121492982
2004-08-29,2004-08-29 23:00:00,4133,29,23,7,35,8,1181.0,1107.0,982.0,1807.0,1026.0,,13.7,,,36.2,66.9,1.7141,1720.9324719233011
2004-08-30,2004-08-30 23:00:00,4157,30,23,1,36,8,1393.0,1567.0,1127.0,2381.0,1562.0,,30.7,,,33.8,64.0,1.6769999999999998,2233.352991539497
2004-08-31,2004-08-31 23:00:00,4181,31,23,2,36,8,1333.0,1460.0,1049.0,2231.0,1455.0,2.9,26.2,247.0,105.0,34.5,64.5,1.6872,2122.628012169433
2004-09-01,2004-09-01 23:00:00,4205,1,23,3,36,9,1410.0,1669.0,994.0,2555.0,1644.0,4.9,35.2,487.0,171.0,35.5,66.8,1.6031,2315.514026192545
2004-09-02,2004-09-02 23:00:00,4229,2,23,4,36,9,1464.0,1552.0,977.0,2366.0,1738.0,5.2,30.0,417.0,126.0,38.7,57.2,1.5165,2181.1865416968462
2004-09-03,2004-09-03 23:00:00,4253,3,23,5,36,9,1488.0,1653.0,954.0,2537.0,1782.0,4.9,34.5,,,39.3,59.3,1.5747,2281.815045356248
2004-09-04,2004-09-04 23:00:00,4277,4,23,6,36,9,1226.0,1094.0,816.0,1697.0,1362.0,2.6,13.3,,,40.7,55.4,1.4999,1678.4599056891461
2004-09-05,2004-09-05 23:00:00,4301,5,23,7,36,9,1399.0,1558.0,1327.0,2052.0,1652.0,5.8,30.3,,,34.5,38.6,1.2477,1865.6400330798126
2004-09-06,2004-09-06 23:00:00,4325,6,23,1,37,9,1133.0,1101.0,1281.0,1669.0,1105.0,2.9,13.5,,,30.1,49.6,1.4247,1644.2250324021945
2004-09-07,2004-09-07 23:00:00,4349,7,23,2,37,9,1311.0,1350.0,1012.0,1957.0,1486.0,4.1,22.0,232.0,89.0,32.5,48.3,1.3688,1844.977857200224
2004-09-08,2004-09-08 23:00:00,4373,8,23,3,37,9,1383.0,1654.0,984.0,1582.0,1678.0,4.7,34.5,502.0,188.0,32.4,33.0,1.0131,1546.7477042657238
2004-09-09,2004-09-09 23:00:00,4397,9,23,4,37,9,1425.0,1605.0,1370.0,1920.0,2321.0,5.4,32.3,631.0,220.0,38.4,37.5,1.229,1821.2305663934949
2004-09-10,2004-09-10 23:00:00,4421,10,23,5,37,9,1417.0,1511.0,1219.0,1975.0,1676.0,4.1,28.3,606.0,180.0,34.9,45.8,1.2049,1816.2838632720734
2004-09-11,2004-09-11 23:00:00,4445,11,23,6,37,9,1323.0,1190.0,1189.0,1702.0,1479.0,1.6,16.3,176.0,101.0,35.9,50.8,1.4424,1643.1478837092916
2004-09-12,2004-09-12 23:00:00,4469,12,23,7,37,9,1506.0,1385.0,1111.0,2260.0,1935.0,,23.3,,,30.1,70.4,2.231,2108.9088542055647
2004-09-13,2004-09-13 23:00:00,4493,13,23,1,38,9,1570.0,1684.0,1070.0,2374.0,1716.0,6.2,35.9,891.0,208.0,35.2,73.4,1.7589,2255.2913835772697
2004-09-14,2004-09-14 23:00:00,4517,14,23,2,38,9,1540.0,1601.0,1061.0,2382.0,1743.0,0.8,32.1,144.0,68.0,34.0,87.2,1.9669999999999999,2273.9058276225705
2004-09-15,2004-09-15 23:00:00,4541,15,23,3,38,9,1571.0,1593.0,1082.0,2409.0,1686.0,6.7,31.8,622.0,173.0,26.9,81.5,1.9776,2324.852168367669
2004-09-16,2004-09-16 23:00:00,4565,16,23,4,38,9,1435.0,1430.0,1107.0,2194.0,1518.0,4.2,25.0,664.0,127.0,23.8,76.0,1.7394,2120.831277509117
2004-09-17,2004-09-17 23:00:00,4589,17,23,5,38,9,1147.0,1178.0,1472.0,1708.0,1114.0,3.1,15.9,456.0,129.0,23.9,61.9,1.4017,1635.8295249311616
2004-09-18,2004-09-18 23:00:00,4613,18,23,6,38,9,1191.0,1055.0,1319.0,1563.0,1221.0,2.5,12.1,304.0,132.0,29.1,50.7,1.2626,1522.9354587045218
2004-09-19,2004-09-19 23:00:00,4637,19,23,7,38,9,1345.0,1317.0,1169.0,1816.0,1416.0,4.4,20.7,489.0,188.0,34.6,66.8,1.4632,1757.4452240584449
2004-09-20,2004-09-20 23:00:00,4661,20,23,1,39,9,1479.0,1663.0,1122.0,2338.0,1785.0,6.5,34.9,737.0,225.0,34.3,65.6,1.4666,2158.6671743713314
2004-09-21,2004-09-21 23:00:00,4685,21,23,2,39,9,1587.0,1795.0,1119.0,2531.0,1820.0,7.3,41.2,738.0,210.0,31.5,66.1,1.548,2354.544978759221
2004-09-22,2004-09-22 23:00:00,4709,22,23,3,39,9,1514.0,1648.0,1133.0,2400.0,1798.0,5.5,34.3,701.0,218.0,32.9,72.5,1.7127,2242.399566938885
2004-09-23,2004-09-23 23:00:00,4733,23,23,4,39,9,1446.0,1458.0,1138.0,2075.0,1619.0,4.9,26.1,442.0,190.0,31.6,68.5,1.7261,2049.3605657524326
2004-09-24,2004-09-24 23:00:00,4757,24,23,5,39,9,1600.0,1641.0,1317.0,2430.0,1788.0,5.6,34.0,803.0,160.0,26.6,76.6,1.5682,2235.610649385705
2004-09-25,2004-09-25 23:00:00,4781,25,23,6,39,9,1126.0,1111.0,1531.0,1473.0,1249.0,2.8,13.8,330.0,99.0,22.1,53.9,0.9334,1423.1356861379006
2004-09-26,2004-09-26 23:00:00,4805,26,23,7,39,9,1067.0,1040.0,1222.0,1413.0,1166.0,3.3,11.7,371.0,127.0,23.4,63.2,0.9319,1400.1261873486553
2004-09-27,2004-09-27 23:00:00,4829,27,23,1,40,9,1372.0,1477.0,1079.0,1973.0,1556.0,5.5,26.9,799.0,158.0,25.1,62.6,0.9948,1764.2328508071853
2004-09-28,2004-09-28 23:00:00,4853,28,23,2,40,9,1479.0,1756.0,1208.0,2165.0,2236.0,7.5,39.3,755.0,209.0,28.9,62.7,1.1159,2104.4854129720693
2004-09-29,2004-09-29 23:00:00,4877,29,23,3,40,9,1467.0,1643.0,1221.0,2088.0,1770.0,6.3,34.1,693.0,204.0,28.6,62.1,1.1281,2018.9528490084201
2004-09-30,2004-09-30 23:00:00,4901,30,23,4,40,9,1728.0,1692.0,1138.0,2365.0,1866.0,6.5,36.3,623.0,188.0,26.1,64.7,1.6155,2240.958256838987
2004-10-01,2004-10-01 23:00:00,4925,1,23,5,40,10,1707.0,1637.0,968.0,2338.0,1848.0,5.6,33.7,619.0,169.0,26.4,71.8,1.6117,2274.881112533636
2004-10-02,2004-10-02 23:00:00,4949,2,23,6,40,10,1506.0,1315.0,867.0,1954.0,1395.0,,20.7,,,26.5,65.9,1.6213,1858.0657454360369
2004-10-03,2004-10-03 23:00:00,4973,3,23,7,40,10,1540.0,1336.0,972.0,1929.0,1590.0,,21.4,,,27.4,66.4,1.6261,1888.3949323114773
2004-10-04,2004-10-04 23:00:00,4997,4,23,1,41,10,1723.0,1866.0,1037.0,2612.0,2006.0,,44.7,,,28.9,73.9,1.5277,2531.560848866155
2004-10-05,2004-10-05 23:00:00,5021,5,23,2,41,10,1778.0,1805.0,1081.0,2473.0,2094.0,,41.6,,,30.8,70.1,1.6774,2410.828452044545
2004-10-06,2004-10-06 23:00:00,5045,6,23,3,41,10,1840.0,1852.0,992.0,2553.0,2143.0,,44.0,,,29.6,70.5,1.5811,2362.687413038069
2004-10-07,2004-10-07 23:00:00,5069,7,23,4,41,10,1757.0,1711.0,948.0,2464.0,1959.0,7.0,37.1,669.0,128.0,28.6,67.1,1.5657,2269.664081749596
2004-10-08,2004-10-08 23:00:00,5093,8,23,5,41,10,1606.0,1578.0,931.0,2205.0,1827.0,5.7,31.2,693.0,128.0,28.7,70.3,1.6298,2092.0069759314943
2004-10-09,2004-10-09 23:00:00,5117,9,23,6,41,10,1674.0,1447.0,780.0,2065.0,1689.0,4.8,25.7,470.0,122.0,29.6,67.5,1.7966,2024.1499784177645
2004-10-10,2004-10-10 23:00:00,5141,10,23,7,41,10,1520.0,1217.0,942.0,1812.0,1357.0,3.7,17.2,409.0,103.0,24.8,80.5,1.8881,1773.7783949729126
2004-10-11,2004-10-11 23:00:00,5165,11,23,1,42,10,1464.0,1444.0,1203.0,2072.0,1625.0,4.8,25.6,565.0,109.0,23.2,77.7,1.6384,1997.3855380968
2004-10-12,2004-10-12 23:00:00,5189,12,23,2,42,10,1159.0,1141.0,1134.0,1650.0,1114.0,3.0,14.8,492.0,103.0,20.8,67.5,1.3952,1578.3167177011326
2004-10-13,2004-10-13 23:00:00,5213,13,23,3,42,10,1044.0,1022.0,1590.0,1454.0,983.0,1.5,11.2,286.0,78.0,18.0,58.7,1.0154,1410.2365774685022
2004-10-14,2004-10-14 23:00:00,5237,14,23,4,42,10,1340.0,1324.0,1436.0,1907.0,1412.0,,21.0,,,22.2,78.1,1.4491,1820.843418529664
2004-10-15,2004-10-15 23:00:00,5261,15,23,5,42,10,1420.0,1426.0,1125.0,1942.0,1573.0,,24.9,,,24.4,84.6,1.4673,1919.2249623285074
2004-10-16,2004-10-16 23:00:00,5285,16,23,6,42,10,1146.0,1118.0,1033.0,1569.0,1174.0,,14.0,,,22.0,83.8,1.3493,1518.7438839484053
2004-10-17,2004-10-17 23:00:00,5309,17,23,7,42,10,1105.0,1074.0,1217.0,1495.0,1050.0,,12.7,,,22.4,78.1,1.3557,1455.712920554042
2004-10-18,2004-10-18 23:00:00,5333,18,23,1,43,10,1612.0,1745.0,1226.0,2357.0,1834.0,,38.8,,,22.2,73.6,1.341,2286.6985161588404
2004-10-19,2004-10-19 23:00:00,5357,19,23,2,43,10,1583.0,1726.0,842.0,2316.0,1818.0,,37.9,,,22.8,76.7,1.5877,2119.233786942486
2004-10-20,2004-10-20 23:00:00,5381,20,23,3,43,10,1884.0,1846.0,688.0,2595.0,2203.0,8.0,43.7,895.0,194.0,25.7,74.6,1.8319,2469.562392060861
2004-10-21,2004-10-21 23:00:00,5405,21,23,4,43,10,1720.0,1661.0,830.0,2403.0,1846.0,6.0,34.8,576.0,120.0,27.2,71.7,1.8632,2294.5715104726637
2004-10-22,2004-10-22 23:00:00,5429,22,23,5,43,10,1808.0,1771.0,870.0,2486.0,2235.0,8.4,40.0,686.0,163.0,26.9,74.4,1.7164,2372.3930376232197
2004-10-23,2004-10-23 23:00:00,5453,23,23,6,43,10,1537.0,1381.0,876.0,2016.0,1615.0,4.6,23.1,526.0,120.0,27.2,74.8,1.7228,1967.73867013678
2004-10-24,2004-10-24 23:00:00,5477,24,23,7,43,10,1555.0,1410.0,853.0,1971.0,2185.0,5.2,24.3,532.0,128.0,26.5,78.4,1.619,1907.5802250331344
2004-10-25,2004-10-25 23:00:00,5501,25,23,1,44,10,1824.0,1897.0,889.0,2641.0,2164.0,8.4,46.3,860.0,158.0,21.7,79.6,1.5987,2533.533488686216
2004-10-26,2004-10-26 23:00:00,5525,26,23,2,44,10,1908.0,2007.0,897.0,2775.0,2372.0,9.5,52.1,952.0,187.0,24.9,79.4,1.6579,2680.313305212805
2004-10-27,2004-10-27 23:00:00,5549,27,23,3,44,10,1465.0,1515.0,946.0,2119.0,1516.0,4.9,28.5,561.0,132.0,21.0,81.8,1.6066,2024.0564390681407
2004-10-28,2004-10-28 23:00:00,5573,28,23,4,44,10,1633.0,1671.0,936.0,2271.0,1852.0,6.5,35.3,761.0,149.0,21.6,79.9,1.5656,2163.605302376517
2004-10-29,2004-10-29 23:00:00,5597,29,23,5,44,10,1523.0,1457.0,1092.0,2125.0,1430.0,5.5,26.1,706.0,163.0,23.5,86.5,2.0224,2076.1919603390666
2004-10-30,2004-10-30 23:00:00,5621,30,23,6,44,10,1493.0,1437.0,857.0,2015.0,1551.0,4.9,25.3,599.0,160.0,23.6,81.5,1.7305,1985.8436462884174
2004-10-31,2004-10-31 23:00:00,5645,31,23,7,44,10,1571.0,1559.0,1291.0,2277.0,1648.0,6.6,30.3,544.0,106.0,24.3,79.0,1.8148,2065.1759354484434
2004-11-01,2004-11-01 23:00:00,5669,1,23,1,45,11,1472.0,1290.0,747.0,1942.0,2519.0,4.1,19.8,523.0,110.0,25.8,78.1,1.98,1891.4286909119164
2004-11-02,2004-11-02 23:00:00,5693,2,23,2,45,11,1778.0,1935.0,1069.0,2643.0,2039.0,9.2,48.2,859.0,190.0,25.7,76.4,1.7283,2602.5464401639993
2004-11-03,2004-11-03 23:00:00,5717,3,23,3,45,11,1390.0,1414.0,1033.0,1959.0,1522.0,4.6,24.4,515.0,124.0,26.6,74.4,1.5156,1906.1868596141085
2004-11-04,2004-11-04 23:00:00,5741,4,23,4,45,11,1915.0,1920.0,1025.0,2609.0,2204.0,8.7,47.5,1052.0,186.0,26.8,73.5,1.7082,2533.888237269881
2004-11-05,2004-11-05 23:00:00,5765,5,23,5,45,11,1870.0,1871.0,1056.0,2483.0,2165.0,8.1,45.0,1001.0,180.0,24.7,73.3,1.5322,2410.304358972631
2004-11-06,2004-11-06 23:00:00,5789,6,23,6,45,11,1464.0,1321.0,1012.0,1794.0,1600.0,3.8,20.9,514.0,141.0,22.0,76.6,1.4356,1776.855957286447
2004-11-07,2004-11-07 23:00:00,5813,7,23,7,45,11,1075.0,1127.0,1370.0,1354.0,1063.0,3.2,14.3,412.0,140.0,18.0,71.4,1.2331,1348.7373698451413
2004-11-08,2004-11-08 23:00:00,5837,8,23,1,46,11,1341.0,1575.0,1757.0,1778.0,1580.0,6.6,31.0,742.0,183.0,13.4,71.6,0.8893,1703.1150974642487
2004-11-09,2004-11-09 23:00:00,5861,9,23,2,46,11,1275.0,1373.0,1296.0,1605.0,1720.0,4.7,22.8,,,13.8,85.7,0.8818,1539.9686627201702
2004-11-10,2004-11-10 23:00:00,5885,10,23,3,46,11,1277.0,1335.0,1663.0,1636.0,1331.0,4.6,21.4,586.0,193.0,11.4,87.1,0.893,1564.5691356800335
2004-11-11,2004-11-11 23:00:00,5909,11,23,4,46,11,1578.0,1605.0,975.0,2032.0,1643.0,6.8,32.3,1247.0,211.0,13.2,83.4,1.0693,1840.5110661824085
2004-11-12,2004-11-12 23:00:00,5933,12,23,5,46,11,1319.0,1319.0,1276.0,1735.0,1384.0,5.2,20.8,600.0,178.0,17.7,70.5,1.1328,1676.3238645062656
2004-11-13,2004-11-13 23:00:00,5957,13,23,6,46,11,1347.0,1227.0,1143.0,1627.0,1476.0,3.8,17.6,589.0,199.0,21.5,64.1,1.11,1606.5196686252564
2004-11-14,2004-11-14 23:00:00,5981,14,23,7,46,11,861.0,750.0,2121.0,1051.0,556.0,1.4,4.7,210.0,106.0,12.4,63.5,0.7711,1014.0456655012855
2004-11-15,2004-11-15 23:00:00,6005,15,23,1,47,11,1038.0,1202.0,1775.0,1305.0,1191.0,4.0,16.7,515.0,194.0,13.8,40.3,0.569,1284.474409622583
2004-11-16,2004-11-16 23:00:00,6029,16,23,2,47,11,1389.0,1463.0,1481.0,1694.0,1706.0,5.2,26.3,1071.0,222.0,18.1,49.4,0.6178,1546.9637874347982
2004-11-17,2004-11-17 23:00:00,6053,17,23,3,47,11,1802.0,1924.0,1253.0,2235.0,2452.0,10.2,47.7,1290.0,288.0,17.4,62.7,0.8244,2087.985800360407
2004-11-18,2004-11-18 23:00:00,6077,18,23,4,47,11,1503.0,1498.0,964.0,1852.0,1839.0,5.6,27.8,1195.0,282.0,18.8,76.7,1.0648,1803.0747647157846
2004-11-19,2004-11-19 23:00:00,6101,19,23,5,47,11,1623.0,1547.0,1210.0,2040.0,1883.0,8.6,29.8,881.0,231.0,18.3,65.3,1.1455,1981.0453455470624
2004-11-20,2004-11-20 23:00:00,6125,20,23,6,47,11,1252.0,1359.0,1347.0,1380.0,1765.0,4.6,22.3,870.0,243.0,15.3,45.2,0.4417,1313.0836003055144
2004-11-21,2004-11-21 23:00:00,6149,21,23,7,47,11,1197.0,1114.0,1136.0,1193.0,1655.0,2.5,13.9,607.0,216.0,15.2,65.3,0.4629,1128.0426386835468
2004-11-22,2004-11-22 23:00:00,6173,22,23,1,48,11,1766.0,2214.0,1146.0,1917.0,2522.0,6.9,63.7,1345.0,245.0,9.1,71.1,0.7503,1851.6290804655728
2004-11-23,2004-11-23 23:00:00,6197,23,23,2,48,11,2008.0,1980.0,782.0,2562.0,2386.0,11.9,50.6,1389.0,233.0,14.2,82.6,1.1018,2498.532542262341
2004-11-24,2004-11-24 23:00:00,6221,24,23,3,48,11,1669.0,1686.0,947.0,2066.0,1961.0,8.4,36.0,1074.0,181.0,15.6,84.3,1.0508,2015.7165120761886
2004-11-25,2004-11-25 23:00:00,6245,25,23,4,48,11,1369.0,1375.0,754.0,1576.0,1659.0,4.8,22.9,911.0,190.0,16.8,85.7,0.8557,1530.0287883355534
2004-11-26,2004-11-26 23:00:00,6269,26,23,5,48,11,1956.0,1877.0,864.0,2338.0,2465.0,10.1,45.2,1389.0,255.0,15.8,77.6,1.1396,2226.703808822618
2004-11-27,2004-11-27 23:00:00,6293,27,23,6,48,11,1622.0,1417.0,853.0,1871.0,1881.0,5.6,24.5,808.0,187.0,16.4,81.9,1.27,1815.3513716730984
2004-11-28,2004-11-28 23:00:00,6317,28,23,7,48,11,1382.0,1196.0,1207.0,1543.0,1468.0,4.5,16.5,605.0,132.0,13.4,79.4,1.0133,1489.9775148088565
2004-11-29,2004-11-29 23:00:00,6341,29,23,1,49,11,1705.0,1562.0,1699.0,1988.0,2197.0,6.6,30.5,1172.0,232.0,18.6,84.2,1.1137,1952.9550054214944
2004-11-30,2004-11-30 23:00:00,6365,30,23,2,49,11,1471.0,1559.0,1514.0,1939.0,1669.0,6.8,30.3,731.0,178.0,15.6,84.4,1.2845,1883.800910522892
2004-12-01,2004-12-01 23:00:00,6389,1,23,3,49,12,1566.0,1532.0,2095.0,1972.0,1791.0,7.5,29.2,1040.0,185.0,13.8,84.3,1.1342,1935.2458539309673
2004-12-02,2004-12-02 23:00:00,6413,2,23,4,49,12,1816.0,1851.0,2095.0,2405.0,2069.0,9.4,43.9,1184.0,171.0,19.2,81.0,1.2822,2308.9987985395505
2004-12-03,2004-12-03 23:00:00,6437,3,23,5,49,12,1648.0,1612.0,975.0,2177.0,1885.0,6.9,32.6,928.0,173.0,19.0,85.5,1.3713,2057.7489153343718
2004-12-04,2004-12-04 23:00:00,6461,4,23,6,49,12,1257.0,1108.0,830.0,1539.0,1287.0,3.5,13.7,584.0,124.0,14.0,88.7,1.2422,1533.9029487495814
2004-12-05,2004-12-05 23:00:00,6485,5,23,7,49,12,1120.0,935.0,1237.0,1385.0,922.0,2.4,8.9,378.0,106.0,13.2,83.7,1.182,1334.265767729189
2004-12-06,2004-12-06 23:00:00,6509,6,23,1,50,12,1479.0,1465.0,1140.0,2018.0,1572.0,4.9,26.4,712.0,161.0,20.3,81.4,1.1407,1848.514236376037
2004-12-07,2004-12-07 23:00:00,6533,7,23,2,50,12,1407.0,1339.0,1126.0,1638.0,1694.0,4.1,21.6,679.0,155.0,19.4,73.4,1.0581,1620.760600720396
2004-12-08,2004-12-08 23:00:00,6557,8,23,3,50,12,1352.0,1118.0,1305.0,1524.0,1250.0,3.5,14.0,457.0,127.0,17.3,79.3,1.2326,1447.7624193071224
2004-12-09,2004-12-09 23:00:00,6581,9,23,4,50,12,1114.0,1057.0,1972.0,1301.0,1079.0,3.2,12.2,388.0,135.0,15.6,71.7,1.1578,1285.3550915963842
2004-12-10,2004-12-10 23:00:00,6605,10,23,5,50,12,1073.0,1260.0,2683.0,1256.0,1269.0,4.2,18.7,575.0,177.0,18.8,54.6,0.7589,1232.4018884032387
2004-12-11,2004-12-11 23:00:00,6629,11,23,6,50,12,1217.0,1121.0,1105.0,1206.0,1452.0,2.9,14.1,518.0,147.0,18.9,52.5,0.6004,1179.9825535570042
2004-12-12,2004-12-12 23:00:00,6653,12,23,7,50,12,1604.0,1438.0,936.0,1650.0,2018.0,6.3,25.4,968.0,188.0,17.5,69.0,0.7617,1594.401994712247
2004-12-13,2004-12-13 23:00:00,6677,13,23,1,51,12,1881.0,1983.0,1326.0,2271.0,2523.0,9.9,50.8,1479.0,269.0,16.0,70.1,0.8336,2095.7333656688543
2004-12-14,2004-12-14 23:00:00,6701,14,23,2,51,12,1574.0,1568.0,996.0,1843.0,2097.0,9.3,30.7,1310.0,257.0,16.8,77.3,0.9175,1768.5467156426005
2004-12-15,2004-12-15 23:00:00,6725,15,23,3,51,12,,,,,,7.3,,1237.0,229.0,,,,1705.0926566744067
2004-12-16,2004-12-16 23:00:00,6749,16,23,4,51,12,,,,,,9.1,,1253.0,236.0,,,,1705.0926566744067
2004-12-17,2004-12-17 23:00:00,6773,17,23,5,51,12,1325.0,1191.0,819.0,1542.0,1389.0,6.3,16.4,1005.0,213.0,13.3,76.5,1.1106,1705.0926566744067
2004-12-18,2004-12-18 23:00:00,6797,18,23,6,51,12,1256.0,1267.0,1731.0,1448.0,1415.0,4.4,19.0,727.0,179.0,16.6,80.0,1.0658,1382.72981128036
2004-12-19,2004-12-19 23:00:00,6821,19,23,7,51,12,1353.0,1219.0,1169.0,1453.0,1426.0,5.5,17.3,601.0,175.0,7.9,84.5,0.8183,1407.8233487941363
2004-12-20,2004-12-20 23:00:00,6845,20,23,1,52,12,1185.0,1047.0,1393.0,1250.0,1104.0,4.1,11.9,421.0,151.0,9.8,82.8,0.8561,1251.9978191209154
2004-12-21,2004-12-21 23:00:00,6869,21,23,2,52,12,1179.0,1390.0,1726.0,1453.0,1459.0,5.5,23.5,755.0,198.0,8.9,44.7,0.4195,1328.452623669488
2004-12-22,2004-12-22 23:00:00,6893,22,23,3,52,12,1137.0,1161.0,1391.0,1163.0,1354.0,4.1,15.4,638.0,178.0,10.3,53.1,0.4605,1126.809293603528
2004-12-23,2004-12-23 23:00:00,6917,23,23,4,52,12,1704.0,1692.0,1206.0,1832.0,2480.0,9.1,36.3,1220.0,252.0,11.3,61.4,0.5575,1812.814830121588
2004-12-24,2004-12-24 23:00:00,6941,24,23,5,52,12,1561.0,1425.0,691.0,1624.0,2112.0,7.9,24.8,792.0,217.0,10.8,64.1,0.7256,1589.2068682870083
2004-12-25,2004-12-25 23:00:00,6965,25,23,6,52,12,1739.0,1333.0,648.0,1689.0,2100.0,6.2,21.3,821.0,184.0,12.2,82.8,1.0727,1635.6748996542926
2004-12-26,2004-12-26 23:00:00,6989,26,23,7,52,12,1423.0,1116.0,1425.0,1531.0,1381.0,3.8,14.0,598.0,146.0,14.9,82.9,1.1381,1491.295627856006
2004-12-27,2004-12-27 23:00:00,7013,27,23,1,53,12,1256.0,996.0,1322.0,1417.0,1104.0,2.5,10.5,386.0,138.0,15.0,79.6,1.0851,1373.7235703330473
