DateTime,idx,Date,Day,Hour,Weekday,Week,Month,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,ewma
2004-06-18 13:00:00,2395,2004-06-18,18,13,5,25,6,1054.0,1069.0,785.0,1766.0,817.0,2.0,12.6,112.0,106.0,36.1,22.7,1.3324,1808.4192554090387
2004-06-18 14:00:00,2396,2004-06-18,18,14,5,25,6,1083.0,1097.0,765.0,1810.0,847.0,2.0,13.4,117.0,125.0,37.6,21.1,1.3478,1809.4730851363463
2004-06-18 15:00:00,2397,2004-06-18,18,15,5,25,6,1078.0,1069.0,782.0,1780.0,806.0,2.1,12.6,109.0,126.0,37.3,21.9,1.3761,1789.8243617121154
2004-06-18 16:00:00,2398,2004-06-18,18,16,5,25,6,1104.0,1143.0,747.0,1840.0,896.0,2.4,14.8,133.0,147.0,37.2,21.6,1.3514,1823.2747872373718
2004-06-18 17:00:00,2399,2004-06-18,18,17,5,25,6,1170.0,1257.0,693.0,1956.0,1069.0,3.1,18.6,185.0,180.0,35.6,23.4,1.341,1911.7582624124573
2004-06-18 18:00:00,2400,2004-06-18,18,18,5,25,6,1091.0,1201.0,738.0,1834.0,945.0,2.9,16.7,167.0,164.0,33.1,24.3,1.2087,1859.9194208041524
2004-06-18 19:00:00,2401,2004-06-18,18,19,5,25,6,1216.0,1318.0,673.0,2043.0,1168.0,3.5,20.8,218.0,180.0,30.5,29.5,1.2635,1981.9731402680509
2004-06-18 20:00:00,2402,2004-06-18,18,20,5,25,6,1125.0,1179.0,719.0,1921.0,1065.0,2.9,16.0,171.0,153.0,28.7,35.8,1.3834,1941.3243800893504
2004-06-18 21:00:00,2403,2004-06-18,18,21,5,25,6,971.0,881.0,916.0,1635.0,672.0,1.5,7.6,78.0,105.0,26.6,42.2,1.4452,1737.1081266964502
2004-06-18 22:00:00,2404,2004-06-18,18,22,5,25,6,1062.0,984.0,816.0,1796.0,842.0,1.7,10.2,84.0,98.0,25.2,46.6,1.4733,1776.3693755654833
2004-06-18 23:00:00,2405,2004-06-18,18,23,5,25,6,1140.0,1109.0,714.0,1892.0,1123.0,2.2,13.8,110.0,107.0,24.7,47.7,1.4649,1853.4564585218277
2004-06-19 00:00:00,2406,2004-06-19,19,0,6,25,6,1038.0,992.0,802.0,1731.0,1007.0,1.6,10.4,87.0,87.0,24.4,47.4,1.4301,1771.818819507276
2004-06-19 01:00:00,2407,2004-06-19,19,1,6,25,6,935.0,836.0,909.0,1604.0,855.0,1.0,6.5,58.0,80.0,23.3,49.9,1.4135,1659.9396065024255
2004-06-19 02:00:00,2408,2004-06-19,19,2,6,25,6,861.0,729.0,1043.0,1528.0,689.0,0.6,4.3,39.0,62.0,23.8,47.3,1.3783,1571.9798688341418
2004-06-19 03:00:00,2409,2004-06-19,19,3,6,25,6,839.0,678.0,1062.0,1478.0,622.0,0.6,3.4,,,22.9,50.2,1.3808,1509.3266229447138
2004-06-19 04:00:00,2410,2004-06-19,19,4,6,25,6,850.0,703.0,1021.0,1511.0,658.0,0.6,3.9,38.0,54.0,21.2,55.0,1.3689,1510.4422076482379
2004-06-19 05:00:00,2411,2004-06-19,19,5,6,25,6,817.0,651.0,1109.0,1472.0,628.0,0.5,3.0,41.0,56.0,21.7,52.6,1.35,1484.8140692160794
2004-06-19 06:00:00,2412,2004-06-19,19,6,6,25,6,825.0,667.0,1079.0,1475.0,659.0,0.5,3.2,47.0,62.0,22.8,48.9,1.3424,1478.27135640536
2004-06-19 07:00:00,2413,2004-06-19,19,7,6,25,6,921.0,792.0,943.0,1595.0,799.0,0.9,5.6,72.0,72.0,23.5,47.6,1.3611,1556.0904521351201
2004-06-19 08:00:00,2414,2004-06-19,19,8,6,25,6,1031.0,945.0,806.0,1697.0,964.0,1.4,9.1,100.0,86.0,24.6,44.9,1.3661,1650.0301507117067
2004-06-19 09:00:00,2415,2004-06-19,19,9,6,25,6,1092.0,967.0,801.0,1774.0,910.0,1.6,9.7,104.0,99.0,27.0,39.9,1.402,1732.6767169039022
2004-06-19 10:00:00,2416,2004-06-19,19,10,6,25,6,1095.0,923.0,843.0,1736.0,999.0,1.6,8.6,109.0,98.0,29.3,35.9,1.4411,1734.8922389679674
2004-06-19 11:00:00,2417,2004-06-19,19,11,6,25,6,1097.0,964.0,822.0,1743.0,853.0,1.7,9.6,103.0,102.0,31.2,32.4,1.4517,1740.2974129893225
2004-06-19 12:00:00,2418,2004-06-19,19,12,6,25,6,1101.0,972.0,819.0,1714.0,752.0,1.7,9.8,75.0,84.0,34.4,26.6,1.423,1722.7658043297743
2004-06-19 13:00:00,2419,2004-06-19,19,13,6,25,6,1060.0,991.0,833.0,1718.0,778.0,1.5,10.3,72.0,83.0,36.1,22.1,1.3004,1719.588601443258
2004-06-19 14:00:00,2420,2004-06-19,19,14,6,25,6,,,,,,1.2,,56.0,68.0,,,,1719.588601443258
2004-06-19 15:00:00,2421,2004-06-19,19,15,6,25,6,,,,,,1.2,,51.0,63.0,,,,1719.588601443258
2004-06-19 16:00:00,2422,2004-06-19,19,16,6,25,6,,,,,,1.1,,52.0,65.0,,,,1719.588601443258
2004-06-19 17:00:00,2423,2004-06-19,19,17,6,25,6,,,,,,1.0,,46.0,63.0,,,,1719.588601443258
2004-06-19 18:00:00,2424,2004-06-19,19,18,6,25,6,,,,,,1.1,,44.0,56.0,,,,1719.588601443258
2004-06-19 19:00:00,2425,2004-06-19,19,19,6,25,6,,,,,,1.6,,72.0,77.0,,,,1719.588601443258
2004-06-19 20:00:00,2426,2004-06-19,19,20,6,25,6,,,,,,1.7,,88.0,91.0,,,,1719.588601443258
2004-06-19 21:00:00,2427,2004-06-19,19,21,6,25,6,,,,,,1.4,,56.0,70.0,,,,1719.588601443258
2004-06-19 22:00:00,2428,2004-06-19,19,22,6,25,6,,,,,,1.7,,82.0,95.0,,,,1719.588601443258
2004-06-19 23:00:00,2429,2004-06-19,19,23,6,25,6,,,,,,2.4,,125.0,113.0,,,,1719.588601443258
2004-06-20 00:00:00,2430,2004-06-20,20,0,7,25,6,,,,,,2.3,,144.0,109.0,,,,1719.588601443258
2004-06-20 01:00:00,2431,2004-06-20,20,1,7,25,6,,,,,,1.2,,54.0,65.0,,,,1719.588601443258
2004-06-20 02:00:00,2432,2004-06-20,20,2,7,25,6,,,,,,1.0,,48.0,60.0,,,,1719.588601443258
2004-06-20 03:00:00,2433,2004-06-20,20,3,7,25,6,,,,,,1.4,,,,,,,1719.588601443258
2004-06-20 04:00:00,2434,2004-06-20,20,4,7,25,6,,,,,,,,41.0,62.0,,,,1719.588601443258
2004-06-20 05:00:00,2435,2004-06-20,20,5,7,25,6,,,,,,1.0,,40.0,60.0,,,,1719.588601443258
2004-06-20 06:00:00,2436,2004-06-20,20,6,7,25,6,,,,,,0.9,,48.0,65.0,,,,1719.588601443258
2004-06-20 07:00:00,2437,2004-06-20,20,7,7,25,6,,,,,,0.8,,44.0,55.0,,,,1719.588601443258
2004-06-20 08:00:00,2438,2004-06-20,20,8,7,25,6,,,,,,1.0,,59.0,66.0,,,,1719.588601443258
2004-06-20 09:00:00,2439,2004-06-20,20,9,7,25,6,,,,,,1.2,,59.0,67.0,,,,1719.588601443258
2004-06-20 10:00:00,2440,2004-06-20,20,10,7,25,6,,,,,,1.2,,53.0,64.0,,,,1719.588601443258
2004-06-20 11:00:00,2441,2004-06-20,20,11,7,25,6,,,,,,1.0,,42.0,59.0,,,,1719.588601443258
2004-06-20 12:00:00,2442,2004-06-20,20,12,7,25,6,,,,,,1.0,,43.0,59.0,,,,1719.588601443258
2004-06-20 13:00:00,2443,2004-06-20,20,13,7,25,6,,,,,,0.6,,23.0,36.0,,,,1719.588601443258
2004-06-20 14:00:00,2444,2004-06-20,20,14,7,25,6,,,,,,0.7,,22.0,35.0,,,,1719.588601443258
2004-06-20 15:00:00,2445,2004-06-20,20,15,7,25,6,,,,,,0.8,,37.0,54.0,,,,1719.588601443258
2004-06-20 16:00:00,2446,2004-06-20,20,16,7,25,6,,,,,,1.1,,53.0,71.0,,,,1719.588601443258
2004-06-20 17:00:00,2447,2004-06-20,20,17,7,25,6,,,,,,1.4,,68.0,86.0,,,,1719.588601443258
2004-06-20 18:00:00,2448,2004-06-20,20,18,7,25,6,,,,,,2.8,,125.0,114.0,,,,1719.588601443258
2004-06-20 19:00:00,2449,2004-06-20,20,19,7,25,6,,,,,,2.5,,96.0,105.0,,,,1719.588601443258
2004-06-20 20:00:00,2450,2004-06-20,20,20,7,25,6,,,,,,1.6,,75.0,87.0,,,,1719.588601443258
2004-06-20 21:00:00,2451,2004-06-20,20,21,7,25,6,,,,,,1.4,,74.0,85.0,,,,1719.588601443258
2004-06-20 22:00:00,2452,2004-06-20,20,22,7,25,6,,,,,,2.3,,92.0,91.0,,,,1719.588601443258
2004-06-20 23:00:00,2453,2004-06-20,20,23,7,25,6,,,,,,4.2,,136.0,108.0,,,,1719.588601443258
2004-06-21 00:00:00,2454,2004-06-21,21,0,1,26,6,,,,,,3.0,,119.0,99.0,,,,1719.588601443258
2004-06-21 01:00:00,2455,2004-06-21,21,1,1,26,6,,,,,,2.2,,76.0,83.0,,,,1719.588601443258
2004-06-21 02:00:00,2456,2004-06-21,21,2,1,26,6,,,,,,0.6,,21.0,36.0,,,,1719.588601443258
2004-06-21 03:00:00,2457,2004-06-21,21,3,1,26,6,,,,,,0.3,,,,,,,1719.588601443258
2004-06-21 04:00:00,2458,2004-06-21,21,4,1,26,6,732.0,544.0,1353.0,1367.0,466.0,0.3,1.5,15.0,24.0,18.9,55.2,1.1895,1367.0
2004-06-21 05:00:00,2459,2004-06-21,21,5,1,26,6,809.0,681.0,1108.0,1463.0,609.0,0.5,3.5,52.0,43.0,18.2,57.6,1.193,1439.0
2004-06-21 06:00:00,2460,2004-06-21,21,6,1,26,6,934.0,911.0,857.0,1639.0,863.0,1.3,8.3,85.0,64.0,18.6,56.0,1.1865,1577.4615384615383
2004-06-21 07:00:00,2461,2004-06-21,21,7,1,26,6,1132.0,1220.0,691.0,1910.0,1203.0,2.5,17.3,177.0,91.0,20.8,48.0,1.1702,1801.925
2004-06-21 08:00:00,2462,2004-06-21,21,8,1,26,6,1221.0,1386.0,626.0,2138.0,1412.0,3.7,23.3,232.0,109.0,23.3,38.6,1.0919,2026.9008264462811
2004-06-21 09:00:00,2463,2004-06-21,21,9,1,26,6,1024.0,1111.0,770.0,1753.0,1069.0,2.5,13.8,201.0,110.0,25.1,32.4,1.017,1844.0494505494505
2004-06-21 10:00:00,2464,2004-06-21,21,10,1,26,6,938.0,987.0,862.0,1597.0,817.0,1.8,10.2,134.0,111.0,27.8,25.8,0.9473,1679.2744739249774
2004-06-21 11:00:00,2465,2004-06-21,21,11,1,26,6,869.0,897.0,965.0,1480.0,649.0,1.5,7.9,104.0,106.0,29.6,21.0,0.8548,1546.404573170732
2004-06-21 12:00:00,2466,2004-06-21,21,12,1,26,6,846.0,930.0,947.0,1467.0,598.0,1.5,8.8,89.0,104.0,30.2,18.0,0.7613,1493.4655014734276
2004-06-21 13:00:00,2467,2004-06-21,21,13,1,26,6,838.0,868.0,1005.0,1454.0,540.0,1.2,7.2,66.0,76.0,30.1,18.5,0.7747,1467.1547215824414
2004-06-21 14:00:00,2468,2004-06-21,21,14,1,26,6,875.0,912.0,978.0,1504.0,601.0,1.4,8.3,85.0,84.0,29.5,19.4,0.7872,1491.7183791900468
2004-06-21 15:00:00,2469,2004-06-21,21,15,1,26,6,907.0,961.0,920.0,1564.0,668.0,1.6,9.6,105.0,102.0,31.1,18.2,0.8079,1539.9062170706006
2004-06-21 16:00:00,2470,2004-06-21,21,16,1,26,6,889.0,939.0,920.0,1492.0,647.0,1.6,9.0,99.0,102.0,30.3,19.0,0.8103,1507.9687189915212
2004-06-21 17:00:00,2471,2004-06-21,21,17,1,26,6,969.0,1064.0,834.0,1645.0,816.0,2.2,12.4,132.0,124.0,30.1,19.3,0.8083,1599.3229254304022
2004-06-21 18:00:00,2472,2004-06-21,21,18,1,26,6,1051.0,1157.0,760.0,1787.0,963.0,3.0,15.3,186.0,147.0,28.6,22.3,0.859,1724.44098386316
2004-06-21 19:00:00,2473,2004-06-21,21,19,1,26,6,1043.0,1181.0,736.0,1813.0,1010.0,3.0,16.1,174.0,138.0,26.1,28.3,0.9407,1783.4803293259044
2004-06-21 20:00:00,2474,2004-06-21,21,20,1,26,6,1043.0,1121.0,736.0,1793.0,967.0,2.7,14.1,149.0,126.0,24.5,35.7,1.0807,1789.8267764911122
2004-06-21 21:00:00,2475,2004-06-21,21,21,1,26,6,1007.0,1027.0,798.0,1737.0,904.0,2.1,11.4,114.0,112.0,23.1,41.5,1.1582,1754.6089254061337
2004-06-21 22:00:00,2476,2004-06-21,21,22,1,26,6,966.0,959.0,838.0,1686.0,852.0,1.6,9.5,92.0,95.0,21.8,46.3,1.1913,1708.869641762691
2004-06-21 23:00:00,2477,2004-06-21,21,23,1,26,6,920.0,875.0,915.0,1594.0,744.0,1.3,7.4,75.0,80.0,20.9,48.9,1.1945,1632.2898805656007
2004-06-22 00:00:00,2478,2004-06-22,22,0,2,26,6,889.0,831.0,956.0,1570.0,760.0,1.1,6.4,74.0,79.0,20.5,49.9,1.1903,1590.7632935178974
2004-06-22 01:00:00,2479,2004-06-22,22,1,2,26,6,825.0,715.0,1062.0,1462.0,613.0,0.7,4.1,35.0,49.0,20.0,50.9,1.1794,1504.9210978365638
2004-06-22 02:00:00,2480,2004-06-22,22,2,2,26,6,758.0,580.0,1215.0,1374.0,531.0,0.4,1.9,22.0,36.0,22.1,44.3,1.1665,1417.6403659445941
2004-06-22 03:00:00,2481,2004-06-22,22,3,2,26,6,735.0,533.0,1338.0,1350.0,493.0,0.2,1.4,,,21.0,47.5,1.1666,1372.546788648038
2004-06-22 04:00:00,2482,2004-06-22,22,4,2,26,6,719.0,522.0,1385.0,1343.0,509.0,0.2,1.2,24.0,40.0,19.8,50.3,1.1444,1352.8489295493227
2004-06-22 05:00:00,2483,2004-06-22,22,5,2,26,6,757.0,596.0,1236.0,1381.0,560.0,0.3,2.2,30.0,37.0,19.0,52.8,1.1489,1371.6163098497816
2004-06-22 06:00:00,2484,2004-06-22,22,6,2,26,6,890.0,831.0,922.0,1594.0,826.0,0.9,6.4,93.0,67.0,17.8,56.5,1.1375,1519.8721032832802
2004-06-22 07:00:00,2485,2004-06-22,22,7,2,26,6,1181.0,1255.0,632.0,2002.0,1334.0,3.1,18.5,332.0,106.0,18.2,55.8,1.1529,1841.2907010944407
2004-06-22 08:00:00,2486,2004-06-22,22,8,2,26,6,1332.0,1556.0,523.0,2394.0,1660.0,5.0,30.2,387.0,134.0,20.6,47.7,1.1448,2209.7635670314858
2004-06-22 09:00:00,2487,2004-06-22,22,9,2,26,6,1128.0,1124.0,717.0,1832.0,1362.0,2.8,14.2,267.0,123.0,22.8,41.9,1.1496,1957.921189010494
2004-06-22 10:00:00,2488,2004-06-22,22,10,2,26,6,1128.0,1126.0,725.0,1856.0,1316.0,2.8,14.3,269.0,136.0,27.1,31.7,1.1147,1889.9737296701646
2004-06-22 11:00:00,2489,2004-06-22,22,11,2,26,6,1064.0,1069.0,766.0,1766.0,1089.0,2.1,12.6,193.0,109.0,30.4,26.4,1.131,1807.3245765567217
2004-06-22 12:00:00,2490,2004-06-22,22,12,2,26,6,1139.0,1240.0,702.0,1940.0,1129.0,3.1,18.0,239.0,144.0,31.1,26.2,1.1647,1895.7748588522406
2004-06-22 13:00:00,2491,2004-06-22,22,13,2,26,6,1121.0,1214.0,707.0,1912.0,1120.0,3.0,17.1,232.0,154.0,31.4,25.3,1.1444,1906.5916196174137
2004-06-22 14:00:00,2492,2004-06-22,22,14,2,26,6,1032.0,1083.0,776.0,1772.0,916.0,2.1,13.0,152.0,126.0,30.8,26.7,1.168,1816.8638732058046
2004-06-22 15:00:00,2493,2004-06-22,22,15,2,26,6,1040.0,1022.0,826.0,1747.0,812.0,1.7,11.2,115.0,98.0,31.8,25.6,1.1868,1770.287957735268
2004-06-22 16:00:00,2494,2004-06-22,22,16,2,26,6,1076.0,1105.0,762.0,1782.0,959.0,2.2,13.6,169.0,120.0,33.5,22.9,1.1649,1778.0959859117559
2004-06-22 17:00:00,2495,2004-06-22,22,17,2,26,6,1177.0,1310.0,656.0,2011.0,1189.0,3.5,20.5,226.0,145.0,33.1,23.5,1.1673,1933.3653286372519
2004-06-22 18:00:00,2496,2004-06-22,22,18,2,26,6,1196.0,1303.0,654.0,2017.0,1199.0,3.6,20.2,218.0,139.0,31.7,25.9,1.1883,1989.1217762124172
2004-06-22 19:00:00,2497,2004-06-22,22,19,2,26,6,1204.0,1381.0,623.0,2085.0,1283.0,4.1,23.1,245.0,148.0,29.0,30.4,1.2013,2053.040592070806
2004-06-22 20:00:00,2498,2004-06-22,22,20,2,26,6,1166.0,1304.0,646.0,2016.0,1291.0,4.0,20.3,236.0,139.0,27.4,33.6,1.2095,2028.3468640236017
2004-06-22 21:00:00,2499,2004-06-22,22,21,2,26,6,959.0,949.0,857.0,1640.0,949.0,1.8,9.3,104.0,93.0,25.2,36.4,1.1528,1769.4489546745338
2004-06-22 22:00:00,2500,2004-06-22,22,22,2,26,6,1004.0,997.0,813.0,1726.0,1018.0,1.7,10.5,104.0,96.0,24.0,39.6,1.1662,1740.4829848915113
2004-06-22 23:00:00,2501,2004-06-22,22,23,2,26,6,1050.0,1105.0,729.0,1807.0,1122.0,2.4,13.6,144.0,104.0,23.8,39.6,1.1558,1784.8276616305038
2004-06-23 00:00:00,2502,2004-06-23,23,0,3,26,6,965.0,900.0,864.0,1631.0,968.0,1.2,8.0,79.0,83.0,22.9,43.6,1.1974,1682.2758872101679
2004-06-23 01:00:00,2503,2004-06-23,23,1,3,26,6,849.0,744.0,1004.0,1496.0,806.0,0.8,4.6,51.0,66.0,22.8,43.9,1.202,1558.0919624033893
2004-06-23 02:00:00,2504,2004-06-23,23,2,3,26,6,809.0,666.0,1093.0,1455.0,714.0,0.5,3.2,38.0,55.0,21.8,47.3,1.2189,1489.3639874677965
2004-06-23 03:00:00,2505,2004-06-23,23,3,3,26,6,777.0,609.0,1170.0,1405.0,644.0,0.3,2.4,,,21.7,47.3,1.2135,1433.1213291559322
2004-06-23 04:00:00,2506,2004-06-23,23,4,3,26,6,768.0,591.0,1183.0,1402.0,606.0,,2.1,24.0,37.0,20.8,50.3,1.2207,1412.3737763853107
2004-06-23 05:00:00,2507,2004-06-23,23,5,3,26,6,768.0,597.0,1155.0,1396.0,606.0,0.4,2.2,30.0,40.0,21.7,46.8,1.2031,1401.4579254617702
2004-06-23 06:00:00,2508,2004-06-23,23,6,3,26,6,917.0,842.0,934.0,1656.0,819.0,1.0,6.7,73.0,51.0,20.3,52.3,1.2367,1571.1526418205901
2004-06-23 07:00:00,2509,2004-06-23,23,7,3,26,6,1252.0,1380.0,579.0,2210.0,1462.0,3.8,23.1,305.0,117.0,20.5,52.3,1.245,1997.0508806068635
2004-06-23 08:00:00,2510,2004-06-23,23,8,3,26,6,1224.0,1268.0,605.0,2046.0,1478.0,3.2,19.0,295.0,110.0,21.7,49.6,1.2673,2029.6836268689547
2004-06-23 09:00:00,2511,2004-06-23,23,9,3,26,6,1277.0,1300.0,608.0,2090.0,1598.0,3.5,20.1,331.0,136.0,24.0,43.1,1.2677,2069.894542289652
2004-06-23 10:00:00,2512,2004-06-23,23,10,3,26,6,1149.0,1192.0,672.0,1944.0,1449.0,3.2,16.4,304.0,152.0,28.5,31.7,1.2144,1985.964847429884
2004-06-23 11:00:00,2513,2004-06-23,23,11,3,26,6,1091.0,1082.0,746.0,1790.0,1221.0,2.3,13.0,210.0,119.0,32.2,25.1,1.189,1855.3216158099613
2004-06-23 12:00:00,2514,2004-06-23,23,12,3,26,6,1053.0,1087.0,763.0,1762.0,1023.0,2.2,13.1,163.0,106.0,34.9,20.5,1.1279,1793.1072052699872
2004-06-23 13:00:00,2515,2004-06-23,23,13,3,26,6,1023.0,1042.0,796.0,1711.0,910.0,2.1,11.8,132.0,101.0,35.4,19.9,1.1222,1738.369068423329
2004-06-23 14:00:00,2516,2004-06-23,23,14,3,26,6,1085.0,1075.0,767.0,1786.0,913.0,1.9,12.7,126.0,110.0,34.4,22.5,1.205,1770.1230228077764
2004-06-23 15:00:00,2517,2004-06-23,23,15,3,26,6,1116.0,1120.0,724.0,1854.0,1035.0,2.4,14.1,150.0,124.0,34.8,22.8,1.2488,1826.0410076025921
2004-06-23 16:00:00,2518,2004-06-23,23,16,3,26,6,1111.0,1131.0,735.0,1825.0,1085.0,2.5,14.4,171.0,137.0,34.3,22.4,1.1907,1825.3470025341974
2004-06-23 17:00:00,2519,2004-06-23,23,17,3,26,6,1210.0,1316.0,645.0,2030.0,1278.0,3.6,20.7,234.0,159.0,32.5,25.3,1.2165,1961.7823341780659
2004-06-23 18:00:00,2520,2004-06-23,23,18,3,26,6,1250.0,1339.0,616.0,2075.0,1383.0,3.9,21.6,251.0,152.0,31.3,27.3,1.2234,2037.2607780593553
2004-06-23 19:00:00,2521,2004-06-23,23,19,3,26,6,1297.0,1408.0,595.0,2134.0,1473.0,4.4,24.2,294.0,166.0,30.2,29.0,1.2224,2101.7535926864516
2004-06-23 20:00:00,2522,2004-06-23,23,20,3,26,6,1313.0,1345.0,603.0,2118.0,1507.0,4.8,21.8,300.0,163.0,28.5,33.3,1.2775,2112.5845308954836
2004-06-23 21:00:00,2523,2004-06-23,23,21,3,26,6,1146.0,1084.0,713.0,1829.0,1215.0,2.5,13.0,159.0,121.0,27.3,35.3,1.2606,1923.528176965161
2004-06-23 22:00:00,2524,2004-06-23,23,22,3,26,6,1199.0,1152.0,685.0,1897.0,1242.0,2.8,15.1,176.0,125.0,26.1,37.8,1.2575,1905.8427256550538
2004-06-23 23:00:00,2525,2004-06-23,23,23,3,26,6,1274.0,1197.0,626.0,2023.0,1356.0,3.2,16.6,192.0,120.0,24.7,47.1,1.44,1983.9475752183514
2004-06-24 00:00:00,2526,2004-06-24,24,0,4,26,6,1243.0,1072.0,675.0,1978.0,1195.0,2.6,12.7,152.0,103.0,23.6,59.8,1.7193,1979.9825250727838
2004-06-24 01:00:00,2527,2004-06-24,24,1,4,26,6,1054.0,923.0,783.0,1793.0,899.0,1.5,8.6,63.0,64.0,23.3,60.5,1.706,1855.3275083575945
2004-06-24 02:00:00,2528,2004-06-24,24,2,4,26,6,962.0,778.0,929.0,1645.0,726.0,1.0,5.3,35.0,44.0,23.3,59.4,1.6753,1715.1091694525314
2004-06-24 03:00:00,2529,2004-06-24,24,3,4,26,6,915.0,690.0,983.0,1570.0,743.0,0.8,3.6,,,22.9,57.7,1.5902,1618.3697231508438
2004-06-24 04:00:00,2530,2004-06-24,24,4,4,26,6,871.0,639.0,1062.0,1528.0,684.0,0.6,2.8,21.0,35.0,23.7,53.5,1.546,1558.1232410502814
2004-06-24 05:00:00,2531,2004-06-24,24,5,4,26,6,877.0,658.0,1047.0,1530.0,779.0,0.6,3.1,41.0,46.0,21.2,60.9,1.5092,1539.3744136834273
2004-06-24 06:00:00,2532,2004-06-24,24,6,4,26,6,893.0,696.0,1008.0,1548.0,801.0,0.7,3.7,48.0,54.0,22.1,56.2,1.48,1545.1248045611426
2004-06-24 07:00:00,2533,2004-06-24,24,7,4,26,6,1030.0,851.0,824.0,1700.0,983.0,1.2,6.9,102.0,68.0,21.9,57.0,1.4742,1648.3749348537142
2004-06-24 08:00:00,2534,2004-06-24,24,8,4,26,6,1059.0,926.0,783.0,1750.0,989.0,1.5,8.6,111.0,77.0,24.7,45.9,1.4061,1716.1249782845714
2004-06-24 09:00:00,2535,2004-06-24,24,9,4,26,6,1020.0,860.0,864.0,1649.0,875.0,1.3,7.1,93.0,74.0,27.0,40.8,1.4286,1671.3749927615238
2004-06-24 10:00:00,2536,2004-06-24,24,10,4,26,6,1045.0,840.0,879.0,1656.0,807.0,1.6,6.6,118.0,92.0,29.1,37.4,1.4833,1661.1249975871744
2004-06-24 11:00:00,2537,2004-06-24,24,11,4,26,6,1029.0,866.0,874.0,1651.0,727.0,1.5,7.2,93.0,83.0,31.1,32.4,1.4351,1654.3749991957247
2004-06-24 12:00:00,2538,2004-06-24,24,12,4,26,6,959.0,763.0,976.0,1561.0,549.0,1.2,5.0,56.0,58.0,31.9,30.3,1.4125,1592.1249997319082
2004-06-24 13:00:00,2539,2004-06-24,24,13,4,26,6,975.0,798.0,939.0,1576.0,570.0,1.1,5.7,51.0,55.0,32.8,28.9,1.412,1581.374999910636
2004-06-24 14:00:00,2540,2004-06-24,24,14,4,26,6,988.0,813.0,927.0,1596.0,596.0,1.2,6.0,52.0,61.0,33.4,27.8,1.4119,1591.124999970212
2004-06-24 15:00:00,2541,2004-06-24,24,15,4,26,6,971.0,818.0,942.0,1565.0,585.0,1.3,6.1,59.0,65.0,35.3,23.7,1.3331,1573.708333323404
2004-06-24 16:00:00,2542,2004-06-24,24,16,4,26,6,999.0,899.0,869.0,1629.0,637.0,1.4,8.0,62.0,74.0,35.8,22.4,1.2915,1610.5694444411347
2004-06-24 17:00:00,2543,2004-06-24,24,17,4,26,6,989.0,889.0,889.0,1602.0,664.0,1.6,7.8,85.0,89.0,35.3,20.8,1.1664,1604.8564814803783
2004-06-24 18:00:00,2544,2004-06-24,24,18,4,26,6,1075.0,1020.0,802.0,1732.0,797.0,2.1,11.1,109.0,103.0,33.3,23.9,1.2085,1689.618827160126
2004-06-24 19:00:00,2545,2004-06-24,24,19,4,26,6,1190.0,1177.0,695.0,1934.0,1046.0,3.0,15.9,168.0,128.0,30.3,30.8,1.3044,1852.5396090533752
2004-06-24 20:00:00,2546,2004-06-24,24,20,4,26,6,1172.0,1108.0,706.0,1878.0,1058.0,2.8,13.7,166.0,122.0,28.3,34.5,1.3084,1869.5132030177917
2004-06-24 21:00:00,2547,2004-06-24,24,21,4,26,6,1256.0,1340.0,594.0,2176.0,1214.0,3.8,21.6,149.0,125.0,27.1,38.9,1.3758,2073.837734339264
2004-06-24 22:00:00,2548,2004-06-24,24,22,4,26,6,1190.0,1203.0,658.0,1967.0,1056.0,3.2,16.8,118.0,119.0,25.4,43.2,1.3805,2002.612578113088
2004-06-24 23:00:00,2549,2004-06-24,24,23,4,26,6,1249.0,1310.0,601.0,2114.0,1280.0,4.1,20.5,160.0,126.0,24.6,45.3,1.3767,2076.8708593710294
2004-06-25 00:00:00,2550,2004-06-25,25,0,5,26,6,1072.0,1120.0,711.0,1838.0,1045.0,2.6,14.1,124.0,100.0,23.7,46.0,1.3346,1917.623619790343
2004-06-25 01:00:00,2551,2004-06-25,25,1,5,26,6,1035.0,1011.0,750.0,1752.0,1039.0,2.0,10.9,95.0,94.0,23.0,48.1,1.3322,1807.2078732634475
2004-06-25 02:00:00,2552,2004-06-25,25,2,5,26,6,839.0,690.0,1030.0,1457.0,640.0,0.9,3.6,34.0,52.0,24.8,43.4,1.3366,1573.7359577544823
2004-06-25 03:00:00,2553,2004-06-25,25,3,5,26,6,833.0,671.0,1061.0,1482.0,705.0,0.7,3.3,,,23.1,47.4,1.3208,1512.5786525848273
2004-06-25 04:00:00,2554,2004-06-25,25,4,5,26,6,804.0,616.0,1144.0,1427.0,662.0,0.6,2.4,45.0,64.0,21.7,50.2,1.2917,1455.5262175282758
2004-06-25 05:00:00,2555,2004-06-25,25,5,5,26,6,811.0,651.0,1097.0,1442.0,579.0,0.6,3.0,35.0,46.0,21.9,50.7,1.3138,1446.508739176092
2004-06-25 06:00:00,2556,2004-06-25,25,6,5,26,6,1028.0,934.0,818.0,1743.0,987.0,1.6,8.9,141.0,88.0,20.1,57.0,1.3216,1644.169579725364
